CAS,Name,MW,VP (mm Hg),log VP,Estimate VP (mm Hg),log VP est,Error,VP temp (degC),VP type,Reference
103-84-4,ACETANILIDE,135.17,0.0002,-3.698970004336,0.000207,-3.6840296545431,0.0149403497929002,25,EXT,"DAUBERT,TE & DANNER,RP (1989); ext to solid"
104-12-1,1-CHLORO-4-ISOCYANATOBENZENE,153.57,0.1941,-0.711974464611637,0.251,-0.600326278518962,0.111648186092675,25,EXT,"BOUBLIK,T ET AL. (1984)"
104-40-5,P-NONYLPHENOL,220.36,0.0008175,-3.0875122386677,0.000686,-3.1636758842932,-0.0761636456254999,25,EXP,"BIDLEMAN,TF & RENBERG,L (1985)"
104-46-1,ANETHOLE,148.21,0.07,-1.1549019599857,0.0634,-1.1979107421183,-0.0430087821326,25,EXT,"PERRY,RH & GREEN,D (1984)"
104-51-8,N-BUTYLBENZENE,134.22,1.0641,0.0269824431916052,0.822,-0.0851281824599496,-0.112110625651555,25,EXP,"CHAO,J ET AL. (1983)"
104-54-1,CINNAMYL ALCOHOL,134.18,0.024,-1.6197887582884,0.00268,-2.5718652059712,-0.9520764476828,25,EXT,"PERRY,RH & GREEN,D (1984)"
104-55-2,3-PHENYL-2-PROPENAL,132.16,0.02891,-1.5389519083293,0.0337,-1.4723700991287,0.0665818092005999,25,EXT,"PERRY,RH & GREEN,D (1984)"
104-72-3,1-PHENYLDECANE,218.39,0.00128,-2.8927900303521,0.00217,-2.6635402661515,0.2292497642006,25,EXP,"DAUBERT,TE & DANNER,RP (1989)"
104-75-6,2-ETHYLHEXYLAMINE,129.25,1.4,0.146128035678238,1.64,0.214843848047698,0.06871581236946,25,EXT,"RIDDICK,JA ET AL. (1986)"
104-76-7,2-ETHYL-1-HEXANOL,130.23,0.136,-0.866461091629782,0.185,-0.732828271596986,0.133632820032796,25,EXP,"DAUBERT,TE & DANNER,RP (1985)"
104-82-5,P-(CHLOROMETHYL)TOLUENE,140.61,0.297,-0.527243550682788,0.343,-0.464705879957229,0.062537670725559,25,EXP,"JORDAN,TE (1954)"
104-85-8,4-METHYLBENZONITRILE,117.15,0.31347,-0.503804016102439,0.129,-0.889410289700751,-0.385606273598312,25,EXT,"PERRY,RH & GREEN,D (1984)"
104-87-0,P-TOLUALDEHYDE,120.15,0.25,-0.602059991327962,0.288,-0.540607512240769,0.061452479087193,25,EXP,"DAUBERT,TE & DANNER,RP (1989)"
104-89-2,2-METHYL-5-ETHYLPIPERIDINE,127.23,2.869,0.457730548245998,0.928,-0.0324520237811379,-0.490182572027136,25,EXP,"CHAO,J ET AL. (1983)"
104-90-5,5-ETHYL-2-METHYLPYRIDINE,121.18,1.43,0.155336037465062,1.05,0.0211892990699381,-0.134146738395124,25,EXP,"CHAO,J ET AL. (1983)"
104-92-7,4-BROMOANISOLE,187.04,0.2033,-0.691862621361961,0.169,-0.772113295386326,-0.080250674024365,25,EXT,"PERRY,RH & GREEN,D (1984)"
104-94-9,4-METHOXYANILINE,123.16,0.03,-1.5228787452803,0.0191,-1.7189666327523,-0.196087887472,20,EXP,"VERSCHUEREN,K (2001)"
105-05-5,P-DIETHYLBENZENE,134.22,1.06,0.0253058652647703,0.92,-0.0362121726544447,-0.061518037919215,25,EXP,"DAUBERT,TE & DANNER,RP (1989)"
105-08-8,"1,4-Cyclohexanedimethanol",144.22,0.000308,-3.5114492834996,0.000142,-3.8477116556169,-0.3362623721173,25,EXP,"DAUBERT,TE & DANNER,RP (1989)"
105-30-6,2-METHYL-1-PENTANOL,102.18,1.92,0.28330122870355,1.43,0.155336037465062,-0.127965191238488,25,EXP,"DAUBERT,TE & DANNER,RP (1989)"
105-34-0,METHYL CYANOACETATE,99.09,0.138,-0.860120913598763,0.352,-0.453457336521869,0.406663577076894,25,EXP,"DAUBERT,TE & DANNER,RP (1989)"
105-37-3,ETHYL PROPIONATE,102.13,35.85,1.5544891600038,38.9,1.5899496013257,0.0354604413219,25,EXP,"PERRY,RH & GREEN,D (1984)"
105-39-5,ETHYL CHLOROACETATE,122.55,4.868,0.687350569558027,5.22,0.717670503002262,0.030319933444235,25,EXP,"PERRY,RH & GREEN,D (1984)"
105-40-8,"N-METHYLCARBAMIC ACID, ET ESTER",103.12,0.9046,-0.0435434165901002,1.56,0.193124598354462,0.236668014944562,25,EXT,"OHE,S (1976)"
105-45-3,METHYL ACETOACETATE,116.12,0.892,-0.0496351456238769,1.24,0.0934216851622351,0.143056830786112,25,EXP,"DAUBERT,TE & DANNER,RP (1989)"
105-46-4,S-BUTYLACETATE,116.16,17.0,1.2304489213783,22.3,1.3483048630482,0.1178559416699,20,EXP,"DAUBERT,TE & DANNER,RP (1989)"
105-48-6,ISOPROPYL CHLOROACETATE,136.58,4.1029,0.613090932034561,3.92,0.593286067020457,-0.0198048650141039,25,EXT,"OHE,S (1976)"
105-53-3,DIETHYL MALONATE,160.17,0.269,-0.570247719997592,0.361,-0.442492798094342,0.12775492190325,25,EXP,"DAUBERT,TE & DANNER,RP (1989)"
105-54-4,ETHYLBUTYRATE,116.16,12.8,1.1072099696479,14.6,1.1643528557844,0.0571428861365,20,EXP,"DAUBERT,TE & DANNER,RP (1989)"
105-56-6,ETHYL CYANOACETATE,113.12,0.0388,-1.4111682744058,0.218,-0.661543506395395,0.749624768010405,25,EXP,"DAUBERT,TE & DANNER,RP (1989)"
105-57-7,"1,1-DIETHOXYETHANE",118.18,27.6,1.4409090820652,39.4,1.5954962218256,0.1545871397604,25,EXP,"DAUBERT,TE & DANNER,RP (1989)"
105-58-8,DIETHYL CARBONATE,118.13,10.8,1.0334237554869,12.0,1.0791812460476,0.0457574905607001,25,EXP,"DAUBERT,TE & DANNER,RP (1989)"
105-59-9,N-METHYLDIETHANOLAMINE,119.16,0.0001997,-3.6996219351293,0.00245,-2.6108339156355,1.0887880194938,25,EXP,"DAUBERT,TE & DANNER,RP (1989)"
105-60-2,CAPROLACTAM,113.16,0.0016,-2.7958800173441,0.00362,-2.4412914294668,0.3545885878773,25,EXT,"RITZ,J & FUCHS,H (1986)"
105-66-8,N-PROPYLBUTYRATE,130.19,5.9549,0.774874472819159,5.54,0.74350976472843,-0.031364708090729,25,EXP,"PERRY,RH & GREEN,D (1984)"
105-67-9,"2,4-DIMETHYLPHENOL",122.17,0.102,-0.991399828238082,0.104,-0.98296666070122,0.00843316753686207,25,EXP,"DAUBERT,TE & DANNER,RP (1993)"
105-76-0,DIBUTYL MALEATE,228.29,0.000623,-3.2055119533408,0.00532,-2.274088367705,0.9314235856358,25,EXP,"DAUBERT,TE & DANNER,RP (1989)"
105-87-3,GERANIOL ACETATE,196.29,0.033,-1.4814860601221,0.0463,-1.334419008982,0.1470670511401,25,EXT,"OHE,S (1976)"
106-20-7,Di-(2-ethylhexyl)amine,241.46,0.01,-2.0,0.00529,-2.2765443279648,-0.2765443279648,20,EXP,"FLICK,EW (1991)"
106-22-9,"3,7-DIMETHYL-6-OCTEN-1-OL",156.27,0.04406,-1.3559555071853,0.0169,-1.7721132953863,-0.416157788201,25,EXT,"PERRY,RH & GREEN,D (1984)"
106-24-1,GERANIOL,154.25,0.03001,-1.5227340045751,0.0159,-1.7986028756795,-0.2758688711044,25,EXT,"PERRY,RH & GREEN,D (1984)"
106-25-2,"2,6-Octadien-1-ol, 3,7-dimethyl-, (Z)-",154.25,0.03,-1.5228787452803,0.0159,-1.7986028756795,-0.2757241303992,25,EXT,various reduced BPs
106-27-4,ISOPENTYL BUTANOATE,158.24,0.95,-0.0222763947111523,1.01,0.00432137378264258,0.0265977684937949,20,EXP,"VOITKEVICH,SA (1963)"
106-30-9,ETHYL HEPTANOATE,158.24,0.68,-0.167491087293764,0.686,-0.163675884293248,0.00381520300051599,25,EXP,"HINE,J & MOOKERJEE,PK (1975)"
106-31-0,BUTYRIC ANHYDRIDE,158.2,0.283,-0.54821356447571,0.361,-0.442492798094342,0.105720766381368,25,EXP,"DAUBERT,TE & DANNER,RP (1989)"
106-35-4,3-HEPTANONE,114.19,2.6,0.414973347970818,5.86,0.767897616018091,0.352924268047273,20,EXP,"DAUBERT,TE & DANNER,RP (1993)"
106-36-5,N-PROPYLPROPIONATE,116.16,13.942,1.1443250784005,14.0,1.1461280356782,0.00180295727770008,25,EXP,"PERRY,RH & GREEN,D (1984)"
106-37-6,"1,4-DIBROMOBENZENE",235.91,0.0575,-1.2403321553104,0.0308,-1.5114492834996,-0.2711171281892,25,EXP,"WALSH,PN & SMITH,NO (1961)"
106-38-7,P-BROMOTOLUENE,171.04,1.15,0.0606978403536117,0.663,-0.178486471595227,-0.239184311948839,25,EXP,"HINE,J & MOOKERJEE,PK (1975)"
106-39-8,P-BROMOCHLOROBENZENE,191.46,0.258,-0.58838029403677,0.159,-0.798602875679548,-0.210222581642778,25,EXP,"MACKAY,D & SHIU,WY (1981)"
106-41-2,P-BROMOPHENOL,173.01,0.011749,-1.9299990961977,0.00886,-2.0525662781129,-0.1225671819152,25,EXT,"PARSONS,GH ET AL. (1971)"
106-42-3,P-XYLENE,106.17,8.84,0.946452265013073,6.87,0.83695673705955,-0.109495527953523,25,EXP,"CHAO,J ET AL. (1983)"
106-43-4,P-CHLOROTOLUENE,126.59,2.69,0.429752280002408,2.24,0.350248018334163,-0.079504261668245,25,EXP,"DAUBERT,TE & DANNER,RP (1989)"
106-44-5,P-CRESOL,108.14,0.11,-0.958607314841775,0.124,-0.906578314837765,0.05202900000401,25,EXP,"DAUBERT,TE & DANNER,RP (1989)"
106-45-6,4-METHYLBENZENETHIOL,124.21,0.6447,-0.190642329788894,0.29,-0.537602002101044,-0.34695967231215,25,EXT,"CHAO,J ET AL. (1983)"
106-46-7,"1,4-DICHLOROBENZENE",147.0,1.74,0.2405492482826,0.66,-0.180456064458131,-0.421005312740731,25,EXP,"DAUBERT,TE & DANNER,RP (1989)"
106-47-8,4-CHLOROANILINE,127.57,0.027,-1.568636235841,0.0237,-1.6252516539899,-0.0566154181489,26,EXP,"PIACENTE,V ET AL. (1985)"
106-48-9,4-CHLOROPHENOL,128.56,0.089,-1.0506099933551,0.0401,-1.3968556273798,-0.3462456340247,25,EXP,"SHIU,WY ET AL. (1994)"
106-49-0,P-TOLUIDINE,107.16,0.28625,-0.543254504652056,0.00141,-2.8507808873446,-2.3075263826925,25,EXP,"CHAO,J ET AL. (1983)"
106-51-4,"2,5-CYCLOHEXADIENE-1,4-DIONE",108.1,0.09,-1.0457574905607,0.0256,-1.5917600346882,-0.5460025441275,25,EXT,"DAUBERT,TE & DANNER,RP (1985)"
106-55-8,"2,5-DIMETHYLPIPERAZINE",114.19,2.6454,0.422491349209966,0.276,-0.559090917934782,-0.981582267144748,25,EXT,"CHAO,J ET AL. (1983)"
106-63-8,ISOBUTYL ACRYLATE,128.17,8.07,0.90687353472207,9.14,0.960946195733831,0.054072661011761,25,EXP,"DAUBERT,TE & DANNER,RP (1989)"
106-65-0,DIMETHYL SUCCINATE,146.14,0.41,-0.387216143280265,0.432,-0.364516253185088,0.022699890095177,25,EXT,various reduced boil pts
106-67-2,4-METHYL-2-ETHYL-1-PENTANOL,130.23,0.237,-0.625251653989896,0.305,-0.515700160653214,0.109551493336682,25,EXT,NIST Web-site
106-68-3,3-OCTANONE,128.22,2.0,0.301029995663981,2.34,0.369215857410143,0.068185861746162,20,EXP,"LANDE,SS ET AL. (1976)"
106-70-7,METHYL HEXANOATE,130.19,3.7179,0.570297704415911,4.1,0.612783856719735,0.042486152303824,25,EXP,"PERRY,RH & GREEN,D (1984)"
106-75-2,Diethlylene glycol bis chloroformate,231.03,0.00148,-2.829738284605,0.0823,-1.0846001647877,1.7451381198173,25,EXT,"DAMLE,SB (1993)"
106-88-7,"1,2-BUTYLENEOXIDE",72.108,180.0,2.2552725051033,185.0,2.267171728403,0.0118992232997002,25,EXP,"OSBORN,AG & SCOTT,DW (1980)"
106-89-8,"1-CHLORO-2,3-EPOXYPROPANE",92.526,16.44,1.215901813204,17.9,1.2528530309799,0.0369512177758999,25,EXP,"DAUBERT,TE & DANNER,RP (1985)"
106-93-4,"1,2-DIBROMOETHANE",187.86,11.2,1.0492180226702,11.5,1.0606978403536,0.0114798176834001,25,EXP,"CALL,F (1957)"
106-94-5,1-BROMOPROPANE,122.99,110.8,2.0445397603924,137.0,2.1367205671564,0.092180806764,20,EXP,"BOUBLIK,T ET AL. (1984)"
106-97-8,N-BUTANE,58.124,1823.0,3.260786668655,1810.0,3.2576785748692,-0.00310809378580013,25,EXP,"RIDDICK,JA ET AL. (1986)"
106-98-9,1-BUTENE,56.108,2250.0,3.3521825181114,1860.0,3.2695129442179,-0.0826695738934999,25,EXP,"DAUBERT,TE & DANNER,RP (1989)"
106-99-0,"1,3-BUTADIENE",54.092,2107.0,3.3236645356081,2050.0,3.3117538610558,-0.0119106745523001,25,EXP,"DAUBERT,TE & DANNER,RP (1985)"
107-00-6,1-BUTYNE,54.092,1414.0,3.1504494094609,1370.0,3.1367205671564,-0.0137288423044999,25,EXT,"BOUBLIK,T ET AL. (1984)"
107-01-7,2-BUTENE (Isomer mixture),56.108,1360.0,3.1335389083702,1730.0,3.2380461031288,0.1045071947586,20,EXP,"OBENAUS,F (1985) "
107-02-8,ACROLEIN,56.065,274.1,2.4379090355395,264.0,2.4216039268698,-0.0163051086696999,25,EXP,"DAUBERT,TE & DANNER,RP (1985)"
107-03-9,1-PROPANETHIOL,76.161,154.2,2.1880843737149,144.0,2.1583624920952,-0.0297218816196998,25,EXP,"DAUBERT,TE & DANNER,TE (1991)"
107-04-0,1-BROMO-2-CHLOROETHANE,143.41,33.1,1.5198279937757,27.7,1.4424797690644,-0.0773482247113,25,EXP,"HINE,J & MOOKERJEE,PK (1975)"
107-05-1,3-CHLOROPROPYLENE,76.526,367.9,2.5657297878311,355.0,2.5502283530551,-0.0155014347760001,25,EXP,"BOUBLIK,T ET AL. (1984)"
107-06-2,"1,2-DICHLOROETHANE",98.96,78.9,1.8970770032094,75.4,1.8773713458698,-0.0197056573395999,25,EXP,"DAUBERT,TE & DANNER,RP (1985)"
107-07-3,2-CHLOROETHANOL,80.515,7.18,0.8561244442423,4.4,0.643452676486187,-0.212671767756113,25,EXP,"DAUBERT,TE & DANNER,RP (1989)"
107-08-4,1-IODOPROPANE,169.99,43.09,1.6343764940884,38.8,1.5888317255942,-0.0455447684942001,25,EXP,"RIDDICK,JA ET AL. (1986)"
107-10-8,PROPYLAMINE,59.112,310.0,2.4913616938343,311.0,2.4927603890268,0.00139869519250002,25,EXP,"DAUBERT,TE & DANNER,RP (1995)"
107-11-9,ALLYLAMINE,57.096,242.0,2.3838153659804,257.0,2.4099331233313,0.0261177573508999,25,EXP,"DAUBERT,TE & DANNER,RP (1989)"
107-12-0,PROPIONITRILE,55.08,47.39,1.6756867086994,42.4,1.6273658565927,-0.0483208521067,25,EXP,"DAUBERT,TE & DANNER,RP (1985)"
107-13-1,ACRYLONITRILE,53.064,108.5,2.0354297381845,97.5,1.9890046156985,-0.0464251224859999,25,EXP,"DAUBERT,TE & DANNER,RP (1985)"
107-14-2,CHLOROACETONITRILE,75.498,15.0,1.1760912590557,12.0,1.0791812460476,-0.0969100130081,31,EXP,"WEAST,RC ET AL. (1985)"
107-15-3,"1,2-DIAMINOETHANE",60.099,12.0,1.0791812460476,17.9,1.2528530309799,0.1736717849323,25,EXP,"BOUBLIK,T ET AL. (1984)"
107-18-6,ALLYL ALCOHOL,58.081,26.1,1.4166405073383,23.4,1.3692158574101,-0.0474246499281998,25,EXP,"DAUBERT,TE & DANNER,RP (1989)"
107-19-7,PROPARGYL ALCOHOL,56.065,15.6,1.1931245983545,9.83,0.992553517832136,-0.200571080522364,25,EXP,"DAUBERT,TE & DANNER,RP (1989)"
107-20-0,CHLOROACETALDEHYDE,78.499,64.266,1.8079812696943,69.3,1.8407332346118,0.0327519649174999,25,EXP,"DAUBERT,TE & DANNER,RP (1994)"
107-21-1,ETHYLENE GLYCOL,62.069,0.092,-1.0362121726544,0.0609,-1.2153827073671,-0.1791705347127,25,EXP,"DAUBERT,TE & DANNER,RP (1985)"
107-22-2,GLYOXAL,58.037,255.0,2.406540180434,288.0,2.4593924877592,0.0528523073252001,25,EXT,"DAUBERT,TE & DANNER,RP (1989)"
107-25-5,METHYLVINYLETHER,58.081,1316.0,3.1192558892779,1480.0,3.170261715395,0.0510058261171,20,EXP,"DAUBERT,TE & DANNER,RP (1989)"
107-30-2,CHLOROMETHOXYMETHANE,80.515,30.0,1.4771212547197,201.0,2.3031960574205,0.8260748027008,22,EXP,"CALLAHAN,MA ET AL. (1979)"
107-31-3,METHYLFORMATE,60.053,585.7,2.767675224028,592.0,2.7723217067229,0.0046464826949002,25,EXP,"DAUBERT,TE & DANNER,RP (1989)"
107-37-9,ALLYTRICHLOROSILANE,175.52,17.634,1.2463508364563,13.3,1.1238516409671,-0.1224991954892,25,EXT,"BOUBLIK,T ET AL. (1984)"
107-39-1,"2,4,4-TRIMETHYL-1-PENTENE",112.22,44.7,1.6503075231319,41.4,1.6170003411209,-0.033307182011,25,EXP,"DAUBERT,TE & DANNER,RP (1989)"
107-40-4,"2,4,4-TRIMETHYL-2-PENTENE",112.22,35.9,1.5550944485783,35.3,1.5477747053878,-0.00731974319050011,25,EXP,"DAUBERT,TE & DANNER,RP (1989)"
107-41-5,"2-METHYL-2,4-PENTANEDIOL",118.18,0.013,-1.8860566476932,0.0583,-1.234331445241,0.6517252024522,25,EXP,"DAUBERT,TE & DANNER,RP (1989)"
107-44-8,SARIN,140.1,2.86,0.456366033129043,4.61,0.663700925389648,0.207334892260605,25,EXP,"EPSTEIN,J (1974)"
107-46-0,HEXAMETHYLDISILOXANE,162.38,42.1,1.6242820958357,39.1,1.5921767573959,-0.0321053384398,25,EXT,"FLANINGAM,OL (1986)"
107-49-3,TETRAETHYL PYROPHOSPHATE,290.19,0.00026,-3.5850266520292,2.55e-05,-4.593459819566,-1.0084331675368,25,EXT,MERCK INDEX (1996)
107-50-6,TETRADECAMETHYLCYCLOHEPTASILOXANE,519.09,0.01115,-1.9527251326158,0.0266,-1.5751183633689,0.3776067692469,25,EXT,"JORDAN,TE (1954)"
107-51-7,OCTAMETHYLTRISILOXANE,236.54,3.339,0.523616419054371,3.49,0.54282542695918,0.0192090079048091,25,EXP,"JORDAN,TE (1954)"
107-52-8,TETRADECAMETHYLHEXASILOXANE,459.0,0.02943,-1.5312097379004,0.0346,-1.4609239012072,0.0702858366932,25,EXP,"JORDAN,TE (1954)"
107-70-0,4-METHOXY-4-METHYL-2-PENTANONE,130.19,2.2,0.342422680822206,3.29,0.517195897949974,0.174773217127768,20,EXP,"LANDE,SS ET AL. (1976)"
107-81-3,2-BROMOPENTANE,151.05,21.347,1.3293368500874,21.0,1.3222192947339,-0.00711755535350012,25,EXP,"LEVANOVA,SV ET AL. (1967)"
107-82-4,1-BROMO-3-METHYLBUTANE,151.05,34.62,1.5393270635394,18.5,1.267171728403,-0.2721553351364,25,EXP,"HINE,J & MOOKERJEE,PJ (1975)"
107-83-5,2-METHYLPENTANE,86.178,211.0,2.3242824552977,208.0,2.3180633349628,-0.00621912033490002,25,EXP,"DAUBERT,TE & DANNER,RP (1989)"
107-87-9,2-PENTANONE,86.135,35.4,1.5490032620258,39.4,1.5954962218256,0.0464929597997998,25,EXP,"RIDDICK,JA ET AL. (1986)"
107-88-0,"1,3-BUTANEDIOL",90.123,0.0201,-1.6968039425795,0.0321,-1.4934949675951,0.2033089749844,25,EXP,"DAUBERT,TE & DANNER,RP (1989)"
107-92-6,BUTYRIC ACID,88.107,1.65,0.217483944213906,2.11,0.324282455297693,0.106798511083787,25,EXP,"LIDE,DR (1995)"
107-93-7,CROTONIC ACID,86.091,0.2536,-0.595850750790305,0.248,-0.605548319173784,-0.00969756838347902,25,EXT,"YAWS,CL (1994)"
107-96-0,3-MERCAPTOPROPIONIC ACID,106.14,0.04984,-1.3024219663489,0.155,-0.809668301829709,0.492753664519191,25,EXP,"DAUBERT,TE & DANNER,RP (1989)"
107-98-2,1-METHOXY-2-PROPANOL,90.123,12.5,1.0969100130081,7.38,0.868056361823042,-0.228853651185058,25,EXP,DOW CHEMICAL COMPANY (1990)
108-01-0,2-DIMETHYLAMINOETHANOL,89.138,3.18,0.502427119984433,3.28,0.515873843711679,0.013446723727246,25,EXP,"DAUBERT,TE & DANNER,RP (1989)"
108-03-2,1-NITROPROPANE,89.095,10.1,1.0043213737826,9.52,0.978636948384474,-0.025684425398126,25,EXP,"DAUBERT,TE & DANNER,RP (1989)"
108-05-4,VINYL ACETATE,86.091,90.16,1.9550139030381,119.0,2.0755469613925,0.1205330583544,20,EXP,"DAUBERT,TE & DANNER,RP (1985)"
108-08-7,"2,4-DIMETHYLPENTANE",100.21,79.4,1.8998205024271,95.0,1.9777236052888,0.0779031028617001,25,EXP,"DAUBERT,TE & DANNER,RP (1989)"
108-10-1,4-METHYL-2-PENTANONE,100.16,19.86,1.2979792441594,21.8,1.3384564936046,0.0404772494451999,25,EXP,"DAUBERT,TE & DANNER,RP (1985)"
108-11-2,4-METHYL-2-PENTANOL,102.18,5.3,0.724275869600789,3.74,0.57287160220048,-0.151404267400309,25,EXP,"DAUBERT,TE & DANNER,RP (1989)"
108-18-9,DIISOPROPYLAMINE,101.19,79.4,1.8998205024271,0.659,-0.18111458540599,-2.0809350878331,25,EXP,"DAUBERT,TE & DANNER,RP (1989)"
108-20-3,DI-ISOPROPYL ETHER,102.18,149.0,2.1731862684123,151.0,2.1789769472932,0.00579067888090012,25,EXP,"DAUBERT,TE & DANNER,RP (1995)"
108-21-4,ISOPROPYL ACETATE,102.13,60.37,1.7808211758535,60.8,1.7839035792727,0.00308240341920007,25,EXP,"YAWS,CL (1994A)"
108-23-6,ISOPROPYL CHLOROFORMATE,122.55,37.0,1.568201724067,30.2,1.4800069429572,-0.0881947811098001,25,EXT,"DAMLE,SB (1993)"
108-24-7,ACETIC ANHYDRIDE,102.09,5.1,0.707570176097936,6.5,0.812913356642856,0.10534318054492,25,EXP,"LIDE,DR (1996)"
108-30-5,SUCCINIC ANHYDRIDE,100.07,0.0015,-2.8239087409443,0.00177,-2.7520267336382,0.0718820073061002,25,EXT,MERCK INDEX (1996)
108-31-6,MALEIC ANHYDRIDE,98.059,0.25,-0.602059991327962,0.166,-0.779891911959945,-0.177831920631983,25,EXT,"DAUBERT,TE & DANNER,RP (1985)"
108-32-7,PROPYLENE CARBONATE,102.09,0.045,-1.3467874862247,0.0417,-1.3798639450262,-0.0330764588015,25,EXP,"DAUBERT,TE & DANNER,RP (1996)"
108-36-1,M-DIBROMOBENZENE,235.91,0.2686,-0.570893991667303,0.145,-0.838631997765025,-0.267738006097722,25,EXP,"DAUBERT,TE & DANNER,RP (1989)"
108-38-3,M-XYLENE,106.17,8.29,0.918554530550273,6.62,0.8208579894397,-0.09769654111057299,25,EXP,"CHAO,J ET AL. (1983)"
108-39-4,M-CRESOL,108.14,0.11,-0.958607314841775,0.167,-0.777283528852417,0.181323785989358,25,EXP,"DAUBERT,TE & DANNER,RP (1989)"
108-40-7,3-METHYLBENZENETHIOL,124.21,0.553,-0.257274868695302,0.463,-0.334419008982047,-0.077144140286745,25,EXT,"CHAO,J ET AL. (1983)"
108-41-8,M-CHLOROTOLUENE,126.59,3.6751,0.565269160796356,2.31,0.363611979892144,-0.201657180904212,25,EXP,"PERRY,RH & GREEN,D (1984)"
108-42-9,3-CHLOROANILINE,127.57,0.066,-1.1804560644581,0.0762,-1.1180450286604,0.0624110357976999,25,EXP,"DAUBERT,TE & DANNER,RP (1989)"
108-43-0,3-CHLOROPHENOL,128.56,0.1252,-0.902395671125589,0.0688,-1.1624115617645,-0.260015890638911,25,EXP,"SHIU,WY ET AL. (1994)"
108-44-1,M-TOLUIDINE,107.16,0.303,-0.518557371497695,0.306,-0.51427857351842,0.004278797979275,25,EXP,"DAUBERT,TE & DANNER,RP (1989)"
108-45-2,"1,3-BENZENEDIAMINE",108.14,0.00209,-2.6798537138889,0.00188,-2.7258421507363,-0.0459884368473999,25,EXT,"DAUBERT,TE & DANNER,RP (1989)"
108-46-3,RESORCINOL,110.11,0.000489,-3.3106911408764,0.00012,-3.9208187539524,-0.610127613076,25,EXT,"YAWS,CL (1994A)"
108-47-4,"2,4-DIMETHYLPYRIDINE",107.16,3.1651,0.500387435921183,2.7,0.431363764158987,-0.069023671762196,25,EXP,"CHAO,J ET AL. (1983)"
108-48-5,"2,6-LUTIDINE",107.16,5.6519,0.752194469200514,5.27,0.721810615212547,-0.0303838539879671,25,EXP,"CHAO,J ET AL. (1983)"
108-55-4,GLUTARIC ANHYDRIDE,114.1,0.003,-2.5228787452803,0.00199,-2.7011469235903,-0.17826817831,25,EXT,"PERRY,RH & GREEN,D (1984)"
108-57-6,M-DIETHENYLBENZENE,130.19,0.579,-0.237321436272564,0.663,-0.178486471595227,0.058834964677337,25,EXP,"DAUBERT,TE & DANNER,RP (1989)"
108-59-8,"PROPANEDIOIC ACID, DIMETHYL ESTER",132.12,0.9,-0.0457574905606751,0.902,-0.0447934624580583,0.000964028102616803,25,EXT,"STEELE,WV ET AL. (2002)"
108-60-1,"DCIP  (2,2'-OXYBIS-1-CHLOROPROPANE)",171.07,0.56,-0.2518119729938,0.686,-0.163675884293248,0.088136088700552,20,EXP,"TOMLIN,C (1997)"
108-64-5,ETHYL ISOVALERATE,130.19,8.3,0.919078092376074,7.98,0.902002891350729,-0.017075201025345,25,EXP,"DAUBERT,TE & DANNER,RP (1989)"
108-65-6,PROPYLENE GLYCOL ME ETHER ACETATE,132.16,3.9214,0.593441144501806,5.05,0.703291378118661,0.109850233616855,25,EXP,"DAUBERT,TE & DANNER,RP (1994)"
108-67-8,"1,3,5-TRIMETHYLBENZENE",120.2,2.48,0.394451680826216,2.01,0.303196057420489,-0.091255623405727,25,EXP,"DAUBERT,TE & DANNER,RP (1989)"
108-68-9,"3,5-DIMETHYLPHENOL",122.17,0.0405,-1.3925449767853,0.0231,-1.6363880201079,-0.2438430433226,25,EXT,"DAUBERT,TE & DANNER,RP (1996)"
108-70-3,"1,3,5-TRICHLOROBENZENE",181.45,0.24,-0.619788758288394,0.097,-1.0132282657338,-0.393439507445406,25,EXP,"SHIU,WY & MACKAY,D (1997)"
108-75-8,"2,4,6-COLLIDINE",121.18,1.9866,0.298110431135712,1.52,0.181843587944773,-0.116266843190939,25,EXP,"CHAO,J ET AL. (1983)"
108-78-1,MELAMINE,126.12,3.59e-10,-9.4449055514217,8.93e-08,-7.0491485411115,2.3957570103102,20,EXT,"HIRT,RC ET AL. (1960)"
108-82-7,"2,6-DIMETHYL-4-HEPTANOL",144.26,0.303,-0.518557371497695,0.334,-0.476253533188436,0.042303838309259,25,EXP,"DAUBERT,TE & DANNER,RP (1989)"
108-83-8,"2,6-DIMETHYL-4-HEPTANONE",142.24,1.65,0.217483944213906,2.15,0.332438459915605,0.114954515701699,25,EXP,"RIDDICK,JA ET AL. (1986)"
108-84-9,4-METHYL-2-PENTYL ACETATE,144.22,4.0,0.602059991327962,4.5,0.653212513775344,0.051152522447382,20,EXP,"RIDDICK,JA ET AL. (1986)"
108-86-1,BROMOBENZENE,157.01,4.182,0.621384028481653,3.03,0.481442628502305,-0.139941399979348,25,EXP,"RIDDICK,JA ET AL. (1986)"
108-87-2,1-METHYLCYCLOHEXANE,98.19,46.0,1.6627578316816,41.6,1.6190933306267,-0.0436645010549002,25,EXP,"DAUBERT,TE & DANNER,RP (1989)"
108-88-3,TOLUENE,92.142,28.4,1.453318340047,23.7,1.3747483460101,-0.0785699940369,25,EXP,"DAUBERT,TE & DANNER,RP (1985)"
108-89-4,4-METHYLPYRIDINE,93.129,5.77,0.761175813155731,4.98,0.697229342759718,-0.063946470396013,25,EXP,"CHAO,J ET AL. (1983)"
