CAS,Name,MW,VP (mm Hg),log VP,Estimate VP (mm Hg),log VP est,Error,VP temp (degC),VP type,Reference
95-94-3,"1,2,4,5-TETRACHLOROBENZENE",215.89,0.0054,-2.267606240177,0.00247,-2.6073030467403,-0.3396968065633,25,EXT,"SHIU,WY & MACKAY,D (1997)"
95-95-4,"2,4,5-TRICHLOROPHENOL",197.45,0.0075,-2.1249387366083,0.00507,-2.2949920406667,-0.1700533040584,25,EXT,"BIDLEMAN,TF & RENBERG,L (1985)"
96-05-9,ALLYL METHACRYLATE,126.16,5.77,0.761175813155731,6.67,0.824125833916549,0.062950020760818,25,EXP,"DAUBERT,TE & DANNER,RP (1993)"
96-09-3,STYRENE OXIDE,120.15,0.3,-0.522878745280338,0.484,-0.315154638355588,0.20772410692475,20,EXP,"LAPKIN,M (1965)"
96-12-8,"1,2-DIBROMO-3-CHLOROPROPANE",236.33,0.58,-0.236572006437063,0.44,-0.356547323513813,-0.11997531707675,20,EXP,"MUNNECKE,DE & VANGUNDY,SD (1979)"
96-13-9,"2,3-DIBROMO-1-PROPANOL",217.89,0.0918,-1.0371573187988,0.0248,-1.6055483191738,-0.568391000375,25,EXT,"PERRY,RH & GREEN,D (1984)"
96-14-0,3-METHYLPENTANE,86.178,190.0,2.2787536009528,186.0,2.2695129442179,-0.00924065673489993,25,EXP,"RIDDICK,JA ET AL. (1986)"
96-18-4,"1,2,3-TRICHLOROPROPANE",147.43,3.69,0.56702636615906,2.89,0.460897842756548,-0.106128523402512,25,EXP,"DAUBERT,TE & DANNER,RP (1989)"
96-19-5,"1,2,3-TRICHLOROPROPENE",145.42,4.4,0.643452676486187,5.8,0.763427993562937,0.11997531707675,25,EXP,"HUTCHINSON,TC ET AL. (1979)"
96-22-0,3-PENTANONE,86.135,37.705,1.5763989451242,39.9,1.6009728956867,0.0245739505625,25,EXP,"DAUBERT,TE & DANNER,RP (1989)"
96-23-1,"1,3-DICHLORO-2-PROPANOL",128.99,0.75,-0.1249387366083,0.306,-0.51427857351842,-0.38933983691012,20,EXP,"WEBER,RC ET AL. (1981)"
96-24-2,"3-CHLORO-1,2-PROPANEDIOL",110.54,0.2,-0.698970004336019,0.0266,-1.5751183633689,-0.876148359032881,20,EXP,"LANDE,SS ET AL. (1980)"
96-33-3,METHYL ACRYLATE,86.091,86.56,1.9373172477625,86.5,1.9370161074648,-0.000301140297700009,25,EXP,"DAUBERT,TE & DANNER,RP (1987)"
96-34-4,METHYL CHLOROACETATE,108.53,7.63,0.882524537954881,10.2,1.0086001717619,0.126075633807019,25,EXP,"DAUBERT,TE & DANNER,RP (1989)"
96-37-7,METHYLCYCLOPENTANE,84.163,137.5,2.1383026981663,133.0,2.1238516409671,-0.0144510571991998,25,EXP,"BOUBLIK,T ET AL. (1984)"
96-41-3,CYCLOPENTANOL,86.135,2.49,0.396199347095736,2.31,0.363611979892144,-0.032587367203592,25,EXP,"PATTE,F ET AL. (1982)"
96-43-5,2-CHLOROTHIOPHENE,118.59,23.761,1.3758647143118,10.8,1.0334237554869,-0.3424409588249,25,EXT,"BOUBLIK,T ET AL. (1984)"
96-47-9,2-METHYLTETRAHYDROFURAN,86.135,97.344,1.9883091880369,104.0,2.0170333392988,0.0287241512618999,25,EXP,"CABANI,S ET AL. (1971A)"
96-48-0,GAMMA-BUTYROLACTONE,86.091,0.45,-0.346787486224656,0.295,-0.530177984021837,-0.183390497797181,25,EXP,"DAUBERT,TE & DANNER,RP (1989)"
96-49-1,"1,3-DIOXOLAN-2-ONE",88.064,0.0098,-2.0087739243075,0.0218,-1.6615435063954,0.3472304179121,25,EXT,"DAUBERT,TE & DANNER,RP (1989)"
96-54-8,N-METHYLPYRROLE,81.118,21.446,1.3313463016526,19.5,1.2900346113625,-0.0413116902900998,25,EXP,"CHAO,J ET AL. (1983)"
96-64-0,SOMAN,182.18,0.4,-0.397940008672038,0.399,-0.399027104313252,-0.00108709564121401,25,EXP,"BENNETT,SR ET AL. (1984)"
96-70-8,2-(T-BUTYL)-4-ETHYLPHENOL,178.28,0.018,-1.7447274948967,0.00217,-2.6635402661515,-0.9188127712548,25,EXT,"CHAO,J ET AL. (1983)"
96-76-4,"2,4-DI-T-BUTYLPHENOL",206.33,0.00477,-2.3214816209599,0.00267,-2.5734887386354,-0.2520071176755,25,EXT,"PERRY,RH & GREEN,D (1984)"
96-80-0,2-(BIS(1-METHYLETHYL)AMINO)ETHANOL,145.25,0.08,-1.0969100130081,0.134,-0.872895201635192,0.224014811372908,20,EXP,"HAWLEY,GG (1981)"
97-00-7,"2,4-DINITROCHLOROBENZENE",202.55,8.49e-05,-4.071092309756,0.000484,-3.3151546383556,0.7559376714004,25,EXT,"DAUBERT,TE & DANNER,RP (1991)"
97-17-6,DICHLOFENTHION,315.16,0.00056,-3.2518119729938,9.37e-05,-4.0282604091122,-0.776448436118399,25,EXP,"FREED,VH ET AL. (1979A)"
97-23-4,"PHENOL,2,2'-METHYLENEBIS 4-CHLORO-",269.13,9.75e-11,-10.010995384301,2.29e-08,-7.6401645176601,2.3708308666409,25,EXP,"TOMLIN,C (1997)"
97-53-0,EUGENOL,164.21,0.02262,-1.6455073994106,0.00948,-2.0231916626619,-0.3776842632513,25,EXT,"PERRY,RH & GREEN,D (1984)"
97-54-1,2-METHOXY-4-(1-PROPENYL)PHENOL,164.21,0.01196,-1.9222688203476,0.00381,-2.4190750243244,-0.4968062039768,25,EXT,"PERRY,RH & GREEN,D (1984)"
97-56-3,o-Aminoazotoluene,225.3,7.5e-07,-6.1249387366083,9.51e-06,-5.0218194830626,1.1031192535457,25,EXT,"SHIMIZU,T ET AL. (1987)"
97-62-1,ETHYL ISOBUTYRATE,116.16,25.4,1.4048337166199,24.2,1.3838153659804,-0.0210183506395001,25,EXP,"DAUBERT,TE & DANNER,RP (1989)"
97-63-2,ETHYL METHACRYLATE,114.15,20.59,1.313656346618,17.9,1.2528530309799,-0.0608033156381,25,EXP,"DAUBERT,TE & DANNER,RP (1987)"
97-64-3,ETHYL LACTATE,118.13,3.75,0.574031267727719,1.08,0.0334237554869497,-0.540607512240769,25,EXP,"DAUBERT,TE & DANNER,RP (1989)"
97-85-8,ISOBUTYL ISOBUTYRATE,144.22,4.33,0.636487896353365,4.28,0.631443769013172,-0.00504412734019299,25,EXP,"DAUBERT,TE & DANNER,RP (1989)"
97-86-9,"METHACRYLIC ACID, I-BUTYL ESTER",142.2,3.63,0.559906625036113,3.18,0.502427119984433,-0.05747950505168,25,EXP,"DAUBERT,TE & DANNER,RP (1996)"
97-88-1,"METHACRYLIC ACID, N-BUTYL ESTER",142.2,2.12,0.326335860928751,2.51,0.399673721481038,0.073337860552287,25,EXP,"DAUBERT,TE & DANNER,RP (1989)"
97-93-8,ALUMINUM TRIETHYL,114.17,0.0256,-1.5917600346882,0.688,-0.162411561764489,1.4293484729237,25,EXP,"DAUBERT,TE & DANNER,RP (1989)"
97-95-0,2-ETHYL-1-BUTANOL,102.18,1.53,0.184691430817599,1.6,0.204119982655925,0.019428551838326,25,EXP,"DAUBERT,TE & DANNER,RP (1989)"
97-99-4,TETRAHYDROFURFURYL ALCOHOL,102.13,0.801,-0.0963674839157623,0.272,-0.565431095965801,-0.469063612050039,25,EXP,"DAUBERT,TE & DANNER,RP (1989)"
98-00-0,2-HYDROXYMETHYLFURAN,98.102,0.609,-0.215382707367125,0.409,-0.388276691992658,-0.172893984625533,25,EXP,"DAUBERT,TE & DANNER,RP (1989)"
98-01-1,FUFURAL,96.086,2.21,0.344392273685111,2.32,0.3654879848909,0.021095711205789,25,EXP,"DAUBERT,TE & DANNER,RP (1989)"
98-06-6,T-BUTYLBENZENE,134.22,2.2044,0.343290402353433,1.63,0.212187604403958,-0.131102797949475,25,EXP,"CHAO,J ET AL. (1983)"
98-07-7,BENZOTRICHLORIDE,195.48,0.4137,-0.383314479104488,0.125,-0.903089986991944,-0.519775507887456,25,EXT,"YAWS,CL (1994A)"
98-08-8,BENZOTRIFLUORIDE,146.11,38.83,1.589167390546,34.2,1.5340261060561,-0.0551412844899,25,EXP,"DAUBERT,TE & DANNER,RP (1989)"
98-09-9,BENZENESULFONYL CHLORIDE,176.62,0.058,-1.2365720064371,0.0245,-1.6108339156355,-0.3742619091984,25,EXT,"PERRY,RH & GREEN,D (1984)"
98-13-5,PHENYLTRICHLOROSILANE,211.55,0.426,-0.370590400897281,0.343,-0.464705879957229,-0.094115479059948,25,EXT,"BOUBLIK,T ET AL. (1984)"
98-27-1,4-(T-BUTYL)-2-CRESOL,164.25,0.02821,-1.5495969138446,0.0217,-1.6635402661515,-0.1139433523069,25,EXT,"CHAO,J ET AL. (1983)"
98-46-4,M-TRIFLUOROMETHYLNITROBENZENE,191.11,0.259,-0.586700235918748,0.314,-0.503070351926785,0.083629883991963,25,EXP,"DAUBERT,TE & DANNER,RP (1991)"
98-52-2,"Cyclohexanol, 4-(1,1-dimethylethyl)-",156.27,0.07,-1.1549019599857,0.0108,-1.9665762445131,-0.8116742845274,20,EXP,US EPA (2004)
98-54-4,P-T-BUTYLYPHENOL,150.22,0.038074,-1.4193714944315,0.00447,-2.3496924768681,-0.9303209824366,25,EXP,"CHAO,J ET AL. (1983)"
98-55-5,ALPHA-TERPINEOL,154.25,0.0423,-1.373659632625,0.0196,-1.7077439286435,-0.3340842960185,24,EXP,"LI,J & PERDUE,EM (1995)"
98-56-6,4-(TRIFLUOROMETHYL)CHLOROBENZENE,180.56,7.63,0.882524537954881,6.81,0.833147111912785,-0.0493774260420959,25,EXP,"DAUBERT,TE & DANNER,RP (1989)"
98-82-8,CUMENE,120.2,4.5,0.653212513775344,3.59,0.555094448578319,-0.0981180651970249,25,EXP,"DAUBERT,TE & DANNER,RP (1985)"
98-83-9,ALPHA-METHYLSTYRENE,118.18,1.9,0.278753600952829,1.95,0.290034611362518,0.011281010409689,25,EXT,"BOUBLIK,T ET AL. (1984)"
98-86-2,ACETOPHENONE,120.15,0.397,-0.401209493236885,0.326,-0.486782399932061,-0.085572906695176,25,EXP,"DAUBERT,TE & DANNER,RP (1985)"
98-87-3,(DICHLOROMETHYL)BENZENE,161.03,0.47,-0.327902142064283,0.281,-0.55129368009492,-0.223391538030637,25,EXP,"PERRY,RH & GREEN,D (1984)"
98-88-4,BENZOYL CHLORIDE,140.57,0.7,-0.154901959985743,0.415,-0.381951903287907,-0.227049943302164,25,EXT,"PERRY,RH & GREEN,D (1984)"
98-95-3,NITROBENZENE,123.11,0.245,-0.610833915635468,0.21,-0.677780705266081,-0.0669467896306131,25,EXP,"DAUBERT,TE & DANNER,RP (1985)"
99-04-7,M-TOLUIC ACID,136.15,0.0002364,-3.6263525277908,0.0017,-2.7695510786217,0.8568014491691,25,EXT,"COLOMINA,M ET AL. (1986)"
99-08-1,3-NITROTOLUENE,137.14,0.2054,-0.687399560738741,0.0704,-1.1524273408579,-0.465027780119159,25,EXT,"PERRY,RH & GREEN,D (1984)"
99-09-2,3-NITROANILINE,138.13,9.56e-05,-4.0195421077239,0.000188,-3.7258421507363,0.2936999569876,25,EXP,"MALASPINA,L ET AL. (1973B)"
99-30-9,"2,6-DICHLORO-4-NITROANILINE",207.02,1.2e-06,-5.9208187539524,1.2e-05,-4.9208187539524,1.0,20,EXP,"WORTHING,CR & WALKER,SB (1987)"
99-35-4,"1,3,5-TRINITROBENZENE",213.11,6.442e-06,-5.1909792795163,9.65e-05,-4.0154726866562,1.1755065928601,25,EXT,"OHE,S (1976)"
99-47-8,ALPHA-CHLORO-M-NITROACETOPHENONE,199.59,8.7e-06,-5.0604807473814,0.000164,-3.7851561519523,1.2753245954291,25,EXP,"HAMAKER,JW & KERLINGER,HO (1969)"
99-51-4,"1,2-DIMETHYL-4-NITROBENZENE",151.17,0.00359,-2.4449055514217,0.0226,-1.6458915608526,0.7990139905691,25,EXT,"BOUBLIK,T ET AL. (1984)"
99-54-7,"3,4-DICHLORONITROBENZENE",192.0,0.010297,-1.9872892872582,0.0138,-1.8601209135988,0.1271683736594,25,EXT,"DAUBERT,TE & DANNER,RP (1991)"
99-61-6,M-NITROBENZALDEHYDE,151.12,0.007247,-2.1398417386817,0.00453,-2.3439017979872,-0.2040600593055,25,EXT,"PERRY,RH & GREEN,D (1984)"
99-62-7,"1,3-DIISOPROPYLBENZENE",162.28,0.393,-0.405607449624573,0.307,-0.512861624522813,-0.10725417489824,25,EXP,"DAUBERT,TE & DANNER,RP (1989)"
99-65-0,"1,3-DINITROBENZENE",168.11,0.0009,-3.0457574905607,0.000743,-3.1290111862394,-0.0832536956787,25,EXT,"MAKSIMOV,YY (1968)"
99-71-8,P-(SEC-BUTYL)PHENOL,150.22,0.03718,-1.4296906145641,0.00838,-2.0767559813697,-0.6470653668056,25,EXT,"PERRY,RH & GREEN,D (1984)"
99-82-1,P-MENTHANE,140.27,2.6896,0.429687696095396,1.91,0.281033367247728,-0.148654328847668,25,EXP,"PERRY,RH & GREEN,D (1984)"
99-83-2,alpha-PHELLANDRENE,136.24,1.403,0.14705767102836,1.91,0.281033367247728,0.133975696219368,25,EXP,"PERRY,RH & GREEN,D (1984)"
99-85-4,GAMMA-TERPINENE,136.24,1.087,0.0362295440862945,1.15,0.0606978403536117,0.0244682962673172,25,EXP,"DAUBERT,TE & DANNER,RP (1989)"
99-87-6,P-CYMENE,134.22,1.46,0.164352855784437,1.14,0.0569048513364726,-0.107448004447964,25,EXP,"DAUBERT,TE & DANNER,RP (1989)"
99-88-7,P-ISOPROPYLANILINE,135.21,0.08346,-1.0785216196243,0.101,-0.995678626217357,0.0828429934069429,25,EXT,"CHAO,J ET AL. (1983)"
99-89-8,P-ISOPROPYLPHENOL,136.2,0.04523,-1.3445734122541,0.0151,-1.8210230527068,-0.4764496404527,25,EXT,"CHAO,J ET AL. (1983)"
99-94-5,P-TOLUIC ACID,136.15,5.0776e-05,-4.2943415146941,0.000278,-3.5559552040819,0.7383863106122,25,EXT,"COLOMINA,M ET AL. (1986)"
99-96-7,P-HYDROXYBENZOIC ACID,138.12,1.92e-07,-6.7166987712965,7.03e-06,-5.1530446749802,1.5636540963163,25,EXT,"JONES,AH (1960)"
99-97-8,"N,N,4-TRIMETHYLANILINE",135.21,0.17778,-0.750117098136305,0.207,-0.684029654543082,0.0660874435932231,25,EXP,"CHAO,J ET AL. (1983)"
99-99-0,P-NITROTOLUENE,137.14,0.0157,-1.8041003475908,0.0275,-1.5606673061697,0.2434330414211,25,EXT,"DAUBERT,TE & DANNER,RP (1996)"
100-00-5,P-CHLORONITROBENZENE,157.56,0.0219,-1.6595558851599,0.011,-1.9586073148418,-0.2990514296819,25,EXT,"DAUBERT,TE & DANNER,RP (1989)"
100-01-6,4-NITROANILINE,138.13,3.2e-06,-5.4948500216801,2.08e-05,-4.6819366650372,0.8129133566429,25,EXT,"FERRO,D & PIACENTE,V (1985)"
100-02-7,4-NITROPHENOL,139.11,9.79e-05,-4.0092173081969,0.00029,-3.537602002101,0.4716153060959,20,EXT,"SCHWARZENBACH,RP ET AL. (1988)"
100-06-1,P-METHOXYACETOPHENONE,150.18,0.00644,-2.1911141326402,0.0133,-1.8761483590329,0.3149657736073,25,EXP,"JONES,AH (1960)"
100-10-7,"P-FORMYL-N,N-DIMETHYLANILINE",149.19,0.003679,-2.4342702121689,0.016,-1.7958800173441,0.6383901948248,25,EXT,"DAUBERT,TE & DANNER,RP (1989)"
100-18-5,"1,4-DIISOPROPYLBENZENE",162.28,0.246,-0.609064892896621,0.215,-0.667561540084395,-0.058496647187774,25,EXP,"DAUBERT,TE & DANNER,RP (1989)"
100-21-0,TEREPHTHALIC ACID,166.13,9.2e-06,-5.0362121726544,1.19e-05,-4.9244530386075,0.1117591340469,25,EXT,"TOWLE,PH ET AL. (1968)"
100-23-2,"P-NITRO-N,N-DIMETHYLANILINE",166.18,6.07e-06,-5.2168113089247,0.000562,-3.2502636844309,1.9665476244938,25,EXT,"MAJURY,TG (1956)"
100-37-8,2-(DIETHYLAMINO)-ETHANOL,117.19,1.4,0.146128035678238,0.648,-0.188424994129407,-0.334553029807645,25,EXP,US EPA (1989A)
100-39-0,ALPHA-BROMOTOLUENE,171.04,0.45,-0.346787486224656,0.343,-0.464705879957229,-0.117918393732573,25,EXP,"KRASNYKH,EL ET AL. (2002)"
100-40-3,4-VINYLCYCLOHEXENE,108.18,15.71,1.19617618504,13.4,1.1271047983648,-0.0690713866752,25,EXP,"DAUBERT,TE & DANNER,RP (1989)"
100-41-4,ETHYLBENZENE,106.17,9.6,0.982271233039568,7.59,0.88024177589548,-0.102029457144088,25,EXP,"DAUBERT,TE & DANNER,RP (1985)"
100-42-5,STYRENE,104.15,6.4,0.806179973983887,5.05,0.703291378118661,-0.102888595865226,25,EXP,"CHAO,J ET AL. (1983)"
100-43-6,4-VINYLPYRIDINE,105.14,1.7,0.230448921378274,2.9,0.462397997898956,0.231949076520682,25,EXT,"WEAST,RC ET AL. (1985); DEAN,JA (1985)"
100-44-7,ALPHA-CHLOROTOLUENE,126.59,1.23,0.0899051114393979,1.01,0.00432137378264258,-0.0855837376567553,25,EXP,"LIDE,DR (1996)"
100-46-9,BENZYLAMINE,107.16,0.653,-0.185086818724926,0.757,-0.120904120499927,0.064182698224999,25,EXP,"DAUBERT,TE & DANNER,RP (1989)"
100-47-0,BENZONITRILE,103.12,0.768,-0.114638779968488,0.561,-0.251037138743839,-0.136398358775351,25,EXP,"DAUBERT,TE & DANNER,RP (1989)"
100-51-6,BENZYL ALCOHOL,108.14,0.094,-1.0268721464003,0.0535,-1.2716462179788,-0.2447740715785,25,EXP,"DAUBERT,TE & DANNER,RP (1989)"
100-52-7,BENZALDEHYDE,106.13,1.27,0.103803720955957,1.01,0.00432137378264258,-0.0994823471733144,25,EXP,"AMBROSE,D ET AL. (1975A)"
100-53-8,Benzenemethanethiol,124.21,0.413,-0.384049948343599,0.474,-0.324221658325915,0.059828290017684,25,EXT,"OSBORN,AG & SCOTT,DW (1980)"
100-54-9,3-CYANOPYRIDINE,104.11,0.296,-0.528708288941061,0.135,-0.869666231504994,-0.340957942563933,25,EXP,"DAUBERT,TE & DANNER,RP (1989)"
100-61-8,N-METHYLANILINE,107.16,0.453,-0.343901797987168,0.436,-0.360513510731414,-0.016611712744246,25,EXP,"DAUBERT,TE & DANNER,RP (1989)"
100-63-0,PHENYL HYDRAZINE,108.14,0.026,-1.5850266520292,0.0385,-1.4145392704915,0.1704873815377,25,EXP,"YAWS,CL (1994A)"
100-64-1,CYCLOHEXANONE OXIME,113.16,0.028,-1.5528419686578,0.0109,-1.9625735020594,-0.4097315334016,25,EXT,"DAUBERT,TE & DANNER,RP (1989)"
100-66-3,ANISOLE,108.14,3.54,0.549003262025788,3.38,0.528916700277655,-0.0200865617481329,25,EXP,"AMBROSE,D ET AL. (1976)"
100-68-5,THIOANISOLE,124.21,0.48492,-0.314329903509727,0.511,-0.291579099865287,0.02275080364444,25,EXT,"BOUBLIK,T ET AL. (1984)"
100-69-6,2-VINYLPYRIDINE,105.14,2.78,0.444044795918076,2.57,0.409933123331295,-0.034111672586781,25,EXT,various reduced pressure BPs
100-71-0,2-ETHYLPYRIDINE,107.16,4.8854,0.688900128071344,4.28,0.631443769013172,-0.057456359058172,25,EXP,"CHAO,J ET AL. (1983)"
100-72-1,TETRAHYDROPYRAN-2-METHANOL,116.16,0.1,-1.0,0.18,-0.744727494896694,0.255272505103306,20,EXP,"FLICK,EW (1991)"
100-74-3,4-ETHYLMORPHOLINE,115.18,5.03,0.701567985055927,6.81,0.833147111912785,0.131579126856858,20,EXP,"BROWN,ES ET AL. (1980)"
100-76-5,QUINUCLIDINE,111.19,1.914,0.281941933440825,0.228,-0.642065152999546,-0.924007086440371,25,EXP,"JONES,AH (1960)"
100-79-8,DIOXOLANE,132.16,107.32,2.0306806639999,0.0647,-1.1890957193313,-3.2197763833312,25,EXP,"BOUBLIK,T ET AL. (1984)"
100-80-1,M-METHYLSTYRENE,118.18,1.701,0.230704313612569,2.08,0.318063334962762,0.087359021350193,25,EXT,"BOUBLIK,T ET AL. (1984)"
100-97-0,HEXAMETHYLENETETRAMINE,140.19,0.004,-2.397940008672,0.091,-1.0409586076789,1.3569814009931,25,EXP,"STRANSKI,IN ET AL. (1957)"
101-05-3,ANILAZINE,275.53,6.2e-09,-8.2076083105017,2.43e-06,-5.6143937264017,2.5932145841,20,EXP,"TOMLIN,C (1994)"
101-21-3,CHLORPROPHAM,213.67,0.00018,-3.7447274948967,0.0034,-2.4685210829577,1.276206411939,20,EXP,"TOMLIN,C (2003)"
101-27-9,BARBAN,258.11,3.8e-07,-6.4202164033832,4.3e-05,-4.3665315444204,2.0536848589628,25,EXP,"AUGUSTIJN-BECKERS,PWM ET AL. (1994)"
101-39-3,"2-Propenal, 2-methyl-3-phenyl-",146.19,0.015,-1.8239087409443,0.025,-1.602059991328,0.2218487496163,25,EXT,"STEELE,WV ET AL. (2002B)"
101-42-8,FENURON,164.21,3.75e-05,-4.4259687322723,7.66e-05,-4.1157712303674,0.310197501904899,25,EXP,USDA PESTICIDE PROPERTIES DATABASE
101-54-2,4-AMINODIPHENYLAMINE,184.24,1.21e-05,-4.9172146296836,4.38e-05,-4.3585258894959,0.5586887401877,25,EXT,"DAUBERT,TE & DANNER,RP (1989)"
101-55-3,4-BROMOPHENYL PHENYL ETHER,249.11,0.0015,-2.8239087409443,0.00114,-2.9430951486635,-0.1191864077192,20,EXT,"CALLAHAN,MA ET AL. (1979)"
101-68-8,DIPHENYL METHANE DIISOCYANATE,250.26,5e-06,-5.301029995664,0.000189,-3.7235381958268,1.5774917998372,25,EXP,NIOSH (1997)
101-81-5,"BENZENE, 1,1'-METHYLENEBIS-",168.24,0.00821,-2.0856568428806,0.0122,-1.9136401693253,0.1720166735553,25,EXP,"JONES,AH (1960)"
101-83-7,DICYCLOHEXYLAMINE,181.32,0.0338,-1.4710832997223,0.02,-1.698970004336,-0.2278867046137,25,EXP,"DAUBERT,TE & DANNER,RP (1991)"
101-84-8,DIPHENYL ETHER,170.21,0.0225,-1.6478174818886,0.017,-1.7695510786217,-0.1217335967331,25,EXP,"AMBROSE,D ET AL. (1976)"
102-01-2,ACETOACETANILIDE,177.2,5.25e-05,-4.279840696594,3.11e-05,-4.5072396109732,-0.2273989143792,25,EXT,"DAUBERT,TE & DANNER,RP (1993)"
102-04-5,DIBENZYL KETONE,210.28,0.0007386,-3.131590696685,0.000301,-3.5214335044062,-0.3898428077212,25,EXT,"PERRY,RH & GREEN,D (1984)"
102-07-8,"DIPHENYLUREA, SYM",212.25,7.53e-06,-5.1232050237993,6.98e-05,-4.1561445773768,0.9670604464225,25,EXT,"FERRO,D & DELLAGATTA,G (1987)"
102-09-0,"CARBONIC ACID, DIPHENYL ESTER",214.22,0.00015,-3.8239087409443,0.000396,-3.4023048140745,0.4216039268698,25,EXT,various reduced pressure boiling pts
102-69-2,TRIPROPYLAMINE,143.27,1.51,0.178976947293169,3.03,0.481442628502305,0.302465681209136,25,EXP,"DAUBERT,TE & DANNER,RP (1989)"
102-70-5,TRIALLYLAMINE,137.23,3.64,0.561101383649056,0.609,-0.215382707367125,-0.776484091016181,25,EXP,"DAUBERT,TE & DANNER,RP (1998)"
102-71-6,TRIETHANOLAMINE,149.19,3.59e-06,-5.4449055514217,3.38e-06,-5.4710832997223,-0.0261777483005998,25,EXP,"DAUBERT,TE & DANNER,RP (1989)"
102-76-1,TRIACETIN,218.21,0.00248,-2.6055483191738,0.00524,-2.2806687130163,0.3248796061575,25,EXP,"DAUBERT,TE & DANNER,RP (1989)"
102-77-2,"Morpholine, 4-(2-benzothiazolylthio)-",252.36,3.34e-06,-5.4762535331884,5.09e-06,-5.2932822176632,0.1829713155252,25,EXP,US EPA (2004)
102-82-9,TRI N-BUTYLAMINE,185.36,0.0934,-1.0296531237699,0.157,-0.804100347590766,0.225552776179134,25,EXP,"DAUBERT,TE & DANNER,RP (1996)"
103-00-4,1-CYCLOHEXYLAMINO-2-PROPANOL,157.26,0.01578,-1.8018930011266,0.00401,-2.3968556273798,-0.5949626262532,25,EXT,"BOUBLIK,T ET AL. (1984)"
103-09-3,2-ETHYLHEXYLACETATE,172.27,0.23,-0.638272163982407,0.379,-0.421360790031928,0.216911373950479,25,EXP,"DAUBERT,TE & DANNER,RP (1989)"
103-11-7,2-ETHYLHEXYL ACRYLATE,184.28,0.178,-0.749579997691106,0.183,-0.737548910269571,0.0120310874215349,25,EXP,"DAUBERT,TE & DANNER,RP (1989)"
103-23-1,DI-2-ETHYLHEXYL ADIPATE,370.58,8.5e-07,-6.0705810742857,3.2e-06,-5.4948500216801,0.5757310526056,20,EXP,"FELDER,JD ET AL. (1986)"
103-26-4,"CINNAMIC ACID, METHYL ESTER",162.19,0.0345,-1.4621809049267,0.0124,-1.9065783148378,-0.4443974099111,25,EXT,"STEELE,WV ET AL. (2002B)"
103-29-7,BIBENZYL,182.27,0.007278,-2.1379879487498,0.00254,-2.5951662833801,-0.4571783346303,25,EXT,"CHAO,J ET AL. (1983)"
103-30-0,STILBENE (TRANS),180.25,0.000881,-3.055024091588,0.00138,-2.8601209135988,0.1949031779892,25,EXT,"DAUBERT,TE & DANNER,RP (1989)"
103-33-3,AZOBENZENE,182.23,0.000361,-3.4424927980943,0.0011,-2.9586073148418,0.4838854832525,25,EXP,"JONES,AH (1960)"
103-36-6,"CINNAMIC ACID, ETHYL ESTER",176.22,0.00327,-2.4854522473397,0.00874,-2.0584885673656,0.4269636799741,25,EXP,"TSUZUKI,M (2001)"
103-41-3,BENZYL CINNAMATE,238.29,1e-05,-5.0,9.86e-05,-4.0061230850588,0.9938769149412,25,EXT,"PERRY,RH & GREEN,D (1984)"
103-45-7,B-PHENYLETHYL ACETATE,164.21,0.0314,-1.5030703519268,0.0683,-1.1655792963185,0.3374910556083,25,EXT,"OHE,S (1976)"
103-49-1,DIBENZYL AMINE,197.28,0.0007914,-3.10160395407,0.000997,-3.0013048416883,0.1002991123817,25,EXT,"PERRY,RH & GREEN,D (1984)"
103-50-4,DIBENZYL ETHER,198.27,0.00103,-2.9871627752948,0.00217,-2.6635402661515,0.3236225091433,25,EXP,"DAUBERT,TE & DANNER,RP (1989)"
103-63-9,(2-BROMOETHYL)BENZENE,185.06,0.2445,-0.611721136540361,0.138,-0.860120913598763,-0.248399777058402,25,EXP,"MACKAY,D & SHIU,WY (1981)"
103-65-1,N-PROPYLBENZENE,120.2,3.42,0.534026106056135,2.61,0.416640507338281,-0.117385598717854,25,EXP,"DAUBERT,TE & DANNER,RP (1989)"
103-69-5,N-ETHYLANILINE,121.18,0.204,-0.690369832574101,0.31,-0.508638306165727,0.181731526408374,25,EXP,"DAUBERT,TE & DANNER,RP (1989)"
103-70-8,FORMANILIDE,121.14,0.003572,-2.4470885497835,0.00577,-2.2388241868443,0.2082643629392,25,EXT,"DAUBERT,TE & DANNER,RP (1989)"
103-71-9,PHENYL ISOCYANATE,119.12,2.57,0.409933123331295,2.18,0.338456493604605,-0.07147662972669,25,EXP,"DAUBERT,TE & DANNER,RP (1989)"
103-72-0,PHENYLISOTHIOCYANATE,135.19,1.5,0.176091259055681,0.125,-0.903089986991944,-1.0791812460476,25,EXP,"BOUBLIK,T ET AL. (1984)"
103-73-1,ETHOXYBENZENE,122.17,1.53,0.184691430817599,1.58,0.198657086954423,0.013965656136824,25,EXP,"LIDE,DR (1995)"
103-80-0,PHENYLACETYL CHLORIDE,154.6,0.1987,-0.701802132890185,0.136,-0.866461091629782,-0.164658958739597,25,EXT,"PERRY,RH & GREEN,D (1984)"
103-82-2,PHENYLACETIC ACID,136.15,0.0038,-2.4202164033832,0.00388,-2.4111682744058,0.00904812897740026,25,EXT,"PERRY,RH & GREEN,D (1984)"
